age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salaryOver50K
42, Self-emp-not-inc,303044, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia,1
20, Private,7789, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,0
32, Private,72579, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,30, United-States,0
45, Private,87666, Assoc-voc,0, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States,0
50, Private,204508, 7th-8th,4, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
36, Private,50042, Bachelors,3, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States,0
45, Private,98092, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,0
7, Private,245908, 00th,7, Never-married, Other-service, Own-child, White, Male,0,0,2, United-States,0
59, Private,46003, Some-college,0, Married-civ-spouse, Sales, Husband, White, Male,4064,0,40, United-States,0
26, Private,378322, 00th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
37, Self-emp-inc,257295, Some-college,0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,75, Thailand,1
9, ?,208956, Some-college,0, Never-married, ?, Own-child, White, Male,0,0,24, Canada,0
64, Private,20074, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
33, Private,85480, Bachelors,3, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,0
33, Private,222205, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States,1
60, Private,69867, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
7, Private,90260, 9th,5, Never-married, Other-service, Own-child, White, Male,55,0,24, United-States,0
50, Self-emp-not-inc,30653, Masters,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,2407,0,98, United-States,0
27, Local-gov,209009, Masters,4, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States,0
30, Private,70377, HS-grad,9, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States,0
43, Private,477983, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States,0
44, Private,70924, Some-college,0, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States,1
35, Private,90074, Some-college,0, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
25, Private,93787, Some-college,0, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States,0
24, Private,279472, Some-college,0, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,7298,0,48, United-States,1
22, Private,34908, Bachelors,3, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,5, Germany,0
42, Local-gov,97688, Some-college,0, Married-civ-spouse, Craft-repair, Husband, White, Male,5078,0,40, United-States,1
34, Private,75403, Assoc-acdm,2, Divorced, Sales, Unmarried, Black, Female,0,0,45, United-States,0
60, Private,73960, Bachelors,3, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,42, United-States,0
20, Private,205759, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
57, Federal-gov,425060, Masters,4, Married-civ-spouse, Sales, Husband, White, Male,5024,0,40, United-States,1
40, Private,220530, Prof-school,5, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1
50, Private,76609, Some-college,0, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States,0
25, Private,370987, Bachelors,3, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
50, Private,93884, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador,0
36, Private,200352, Bachelors,3, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,0
30, Private,27595, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
29, Local-gov,220409, Bachelors,3, Never-married, Protective-serv, Not-in-family, White, Male,0,0,56, United-States,0
20, Private,230930, Some-college,0, Never-married, Sales, Own-child, White, Male,0,0,45, United-States,0
27, Private,248402, Bachelors,3, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, United-States,0
65, Private,95, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,6, United-States,0
37, Self-emp-inc,57424, Bachelors,3, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States,0
39, ?,57443, Masters,4, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female,3464,0,40, ?,0
24, Private,278030, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
38, Private,69469, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,80, United-States,0
48, Private,46268, Bachelors,3, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688,0,40, United-States,1
20, Private,53708, Some-college,0, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States,0
30, Private,207460, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,1
55, Private,238638, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,4386,0,40, United-States,1
24, Private,303296, Some-college,0, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Laos,0
43, Private,73320, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
26, Private,93945, Assoc-acdm,2, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States,0
46, Private,83082, Assoc-acdm,2, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,33, United-States,0
35, Private,93805, Assoc-acdm,2, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
40, Self-emp-inc,34987, Some-college,0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States,1
26, Private,59306, Bachelors,3, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0
34, Private,42897, Masters,4, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,35, Taiwan,1
9, ?,860348, Some-college,0, Never-married, ?, Own-child, Black, Female,0,0,25, United-States,0
36, Self-emp-not-inc,205607, Bachelors,3, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States,1
22, Private,99698, Some-college,0, Never-married, Sales, Own-child, White, Male,0,0,5, United-States,0
24, Private,90954, Some-college,0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
77, Self-emp-not-inc,38704, Some-college,0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
22, Private,399087, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,0,0,40, Mexico,0
29, Private,423058, Some-college,0, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States,0
62, Private,59840, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,24, United-States,0
39, Self-emp-not-inc,74308, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
43, Private,50356, Some-college,0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,485,50, United-States,0
35, Private,86000, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States,0
29, Private,200380, 00th,7, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
76, Self-emp-not-inc,74309, Masters,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,0, United-States,0
63, Self-emp-not-inc,78383, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States,0
23, ?,200600, Assoc-voc,0, Never-married, ?, Own-child, Black, Female,0,0,5, United-States,0
43, Private,87728, Some-college,0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,887,50, United-States,1
58, Self-emp-not-inc,320070, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
66, Private,27920, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,2050,0,55, United-States,0
40, Private,206565, Some-college,0, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,45, United-States,0
26, Private,224563, Bachelors,3, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0
47, Private,78686, Assoc-voc,0, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
55, Local-gov,98545, 00th,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
53, Private,242606, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
7, Private,270942, 5th-6th,3, Never-married, Other-service, Other-relative, White, Male,0,0,48, Mexico,0
30, Private,94235, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States,0
49, Private,70095, Masters,4, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States,0
9, Private,4002, HS-grad,9, Never-married, Sales, Unmarried, Black, Male,0,0,30, Haiti,0
45, Private,260092, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States,0
26, Private,94936, Assoc-acdm,2, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0
38, Private,296478, Assoc-voc,0, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States,1
36, State-gov,9272, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,40, United-States,1
33, Private,85043, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,20, United-States,0
22, State-gov,293364, Some-college,0, Never-married, Protective-serv, Own-child, Black, Female,0,0,40, United-States,0
43, Self-emp-not-inc,240895, Bachelors,3, Never-married, Sales, Not-in-family, White, Male,0,0,42, United-States,0
67, ?,36035, 00th,7, Married-civ-spouse, ?, Husband, White, Male,0,0,8, United-States,0
30, ?,50989, Assoc-voc,0, Divorced, ?, Unmarried, White, Female,0,0,40, United-States,0
56, Private,28, Assoc-acdm,2, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,25, Iran,0
30, Private,56464, Bachelors,3, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, United-States,0
33, Private,7963, Bachelors,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
26, Private,92262, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
33, Private,363, Bachelors,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
46, Local-gov,329752, 00th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States,0
59, ?,372020, Bachelors,3, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,1
38, Federal-gov,95432, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
65, Private,60400, 00th,7, Widowed, Other-service, Unmarried, Other, Male,0,0,40, United-States,0
40, Private,96029, Assoc-voc,0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
42, Private,949, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States,0
26, Self-emp-not-inc,7025, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal,0
36, Private,348022, 00th,6, Married-civ-spouse, Other-service, Wife, White, Female,0,0,24, United-States,0
62, Private,270092, Masters,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
43, Private,80609, Bachelors,3, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,0
43, Private,74575, Bachelors,3, Divorced, Exec-managerial, Not-in-family, White, Male,0,564,45, United-States,1
22, Private,400439, HS-grad,9, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,55, United-States,0
28, Private,92262, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
56, Self-emp-not-inc,83080, Some-college,0, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,0
22, Private,362589, Assoc-acdm,2, Never-married, Sales, Not-in-family, White, Female,0,0,5, United-States,0
57, Private,202448, Bachelors,3, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States,1
39, Private,480060, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States,0
26, Federal-gov,85885, Some-college,0, Never-married, Adm-clerical, Unmarried, White, Female,0,0,5, United-States,0
7, Private,89820, 00th,7, Never-married, Other-service, Own-child, White, Male,0,0,0, United-States,0
40, State-gov,84008, Assoc-voc,0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, United-States,1
45, Private,256649, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,0
44, Private,60323, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,0
20, Local-gov,350845, Some-college,0, Never-married, Adm-clerical, Own-child, White, Female,0,0,0, United-States,0
33, Private,267404, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States,0
23, Private,35633, Some-college,0, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0
46, Self-emp-not-inc,80904, Masters,4, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States,0
38, Private,72927, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0
54, Private,74309, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,0
46, Private,204955, 5th-6th,3, Divorced, Craft-repair, Not-in-family, White, Female,0,2339,45, United-States,0
25, Private,344990, Some-college,0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
46, Private,8699, Some-college,0, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,0
36, Local-gov,7302, Some-college,0, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States,0
23, Private,396099, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States,0
29, Private,34052, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
44, Private,62028, Some-college,0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,2405,6, United-States,1
9, Private,25429, Some-college,0, Never-married, Adm-clerical, Own-child, White, Female,0,0,6, United-States,0
9, Private,232392, HS-grad,9, Never-married, Other-service, Other-relative, White, Female,0,0,40, United-States,0
35, Private,220098, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,1
27, Private,300302, Bachelors,3, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,0
46, Self-emp-not-inc,277946, Assoc-acdm,2, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
34, State-gov,98000, Bachelors,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,45, ?,1
34, Private,96064, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States,0
44, Private,5562, Some-college,0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0
45, Private,96975, Some-college,0, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States,0
20, ?,37300, HS-grad,9, Never-married, ?, Other-relative, White, Female,0,0,35, United-States,0
25, Private,86872, Bachelors,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,1
52, Self-emp-inc,32078, Bachelors,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
20, Private,406003, Some-college,0, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
28, Private,8574, Some-college,0, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
50, State-gov,288353, Bachelors,3, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,1
34, Private,227689, Assoc-voc,0, Divorced, Tech-support, Not-in-family, White, Female,0,0,64, United-States,0
28, Private,66480, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,2079,40, Puerto-Rico,0
